instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access
7116.0,3.0,0.3,0.2727,0.87,0.2985,1.0,16.0,17.0,élevé,occasionnel,59038,residentiel,3,3,93,1
7117.0,3.0,0.3,0.2727,0.81,0.4179,0.0,8.0,8.0,élevé,frequent,51452,residentiel,5,10,41,6
7118.0,3.0,0.3,0.2727,0.81,0.4179,0.0,1.0,1.0,élevé,frequent,47891,commercial,5,5,82,1
7119.0,3.0,0.26,0.2273,0.93,0.3582,0.0,1.0,1.0,élevé,frequent,84912,commercial,4,4,68,10
7120.0,3.0,0.26,0.2273,0.87,0.3582,4.0,1.0,5.0,élevé,frequent,80082,residentiel,5,4,60,5
7121.0,3.0,0.26,0.2273,0.87,0.3582,35.62439423133065,6.0,7.0,élevé,occasionnel,30041,commercial,4,3,74,1
7122.0,3.0,0.28,0.2576,0.87,0.3582,4.0,16.0,20.0,élevé,occasionnel,61395,commercial,2,8,49,4
7123.0,3.0,0.28,0.2576,0.87,0.1900632159104164,1.0,19.0,20.0,élevé,frequent,87529,residentiel,5,7,70,10
7124.0,3.0,0.26,0.2273,0.93,0.3284,0.0,12.0,12.0,faible,frequent,63419,commercial,1,7,14,8
7125.0,3.0,0.26,0.2273,0.93,0.3881,1.0,26.0,27.0,élevé,frequent,57416,commercial,2,3,27,9
7126.0,3.0,0.24,0.197,0.87,0.4925,6.0,44.0,50.0,faible,occasionnel,58317,commercial,5,4,46,9
7127.0,3.0,0.24,0.197,0.87,0.5224,0.0,30.0,30.0,moyen,frequent,91121,residentiel,1,1,62,8
7128.0,3.0,0.24,0.197,0.87,0.4478,0.0,29.0,29.0,moyen,occasionnel,96041,commercial,3,10,98,8
7129.0,3.0,0.22,0.2121,0.93,0.2537,3.0,38.0,41.0,élevé,occasionnel,58274,residentiel,5,5,65,4
7130.0,3.0,0.22,0.197,0.93,0.3284,3.0,19.0,22.0,faible,frequent,88572,commercial,2,10,38,4
7131.0,3.0,0.22,0.197,0.93,0.3284,3.0,28.0,31.0,faible,occasionnel,95975,commercial,5,8,86,4
7132.0,3.0,0.22,0.197,0.93,0.3284,6.0,37.0,43.0,élevé,occasionnel,75596,commercial,5,8,16,3
7133.0,1.0,0.24,0.2121,0.87,0.3582,3.0,36.0,39.0,moyen,occasionnel,90315,commercial,3,9,47,9
7134.0,1.0,0.24,0.2121,0.87,0.3582,7.0,40.0,47.0,moyen,frequent,39391,commercial,2,3,13,5
7135.0,1.0,0.24,0.2121,0.87,0.3582,1.0,49.0,50.0,faible,frequent,74615,commercial,2,9,61,1
7136.0,1.0,0.22,0.2121,0.87,0.2239,10.0,44.0,54.0,élevé,occasionnel,81768,residentiel,1,9,2,9
7137.0,1.0,0.22,0.2273,0.87,0.194,3.0,33.0,36.0,élevé,frequent,32021,residentiel,2,1,76,6
7138.0,1.4258026853473438,0.22,0.2121,0.87,0.2239,7.0,47.0,54.0,élevé,occasionnel,33815,residentiel,3,6,85,5
7139.0,1.0,0.22,0.2121,0.87,0.2537,9.0,34.0,43.0,faible,frequent,72943,commercial,3,7,79,3
7140.0,1.0,0.22,0.2121,0.87,0.2836,7.0,43.0,50.0,élevé,frequent,38586,residentiel,4,4,86,10
7141.0,1.0,0.24,0.2121,0.75,0.3582,7.0,26.0,33.0,moyen,frequent,58914,commercial,2,5,41,7
7142.0,1.0,0.22,0.197,0.8,0.3284,1.0,10.0,11.0,élevé,frequent,34099,residentiel,5,9,70,6
7143.0,1.0,0.24,0.2121,0.75,0.2985,0.0,4.0,4.0,élevé,occasionnel,70632,commercial,2,3,9,10
7144.0,1.0,0.24,0.2273,0.75,0.2537,2.0,153.42456896551724,10.0,élevé,occasionnel,54044,commercial,1,3,30,9
7145.0,1.0,0.24,0.2879,0.75,0.0,7.0,15.0,22.0,élevé,occasionnel,42361,residentiel,2,4,57,9
7146.0,1.0,0.26,0.2576,0.7,0.2239,20.0,60.0,80.0,faible,frequent,76477,commercial,1,8,53,4
7147.0,1.0,0.3,0.2879,0.65,0.2537,55.0,92.0,147.0,élevé,occasionnel,39449,residentiel,5,8,24,3
7148.0,1.0,0.32,0.3333,0.61,0.0896,53.0,125.0,178.0,moyen,occasionnel,44511,residentiel,5,2,83,7
7149.0,1.0,0.36,0.3485,0.53,0.2239,58.0,182.0,240.0,élevé,occasionnel,38910,commercial,5,5,94,6
7150.0,1.0,0.38,0.3939,0.5,0.194,85.0,229.0,314.0,faible,frequent,34879,residentiel,4,6,70,10
7151.0,1.0,0.4,0.4091,0.43,0.2239,113.0,232.0,345.0,moyen,occasionnel,89656,commercial,5,1,80,4
7152.0,1.0,0.42,0.4760846711064376,0.38,0.194,91.0,209.0,300.0,moyen,frequent,48897,commercial,5,5,19,1
7153.0,1.0,0.42,0.4242,0.35,0.1642,88.0,202.0,290.0,élevé,occasionnel,41314,residentiel,1,5,47,8
7154.0,1.0,0.42,0.4242,0.32,0.1343,107.0,213.0,320.0,faible,occasionnel,38495,residentiel,5,1,74,9
7155.0,1.0,0.4,0.4091,0.35,0.1045,54.0,191.0,245.0,faible,occasionnel,94750,commercial,1,6,79,4
7156.0,1.0,0.36,0.3485,0.4,0.1343,51.0,162.0,213.0,élevé,frequent,60046,residentiel,2,10,23,6
7157.0,1.0,0.56,0.5303,0.49,0.2985,28.0,125.0,153.0,moyen,occasionnel,62292,residentiel,5,10,68,3
7158.0,1.0,0.34,0.3636,0.57,0.0,18.0,74.0,92.0,faible,occasionnel,91084,commercial,2,8,28,6
7159.0,1.0,0.32,0.3485,0.66,0.0,4.0,75.0,79.0,élevé,frequent,47867,commercial,5,6,5,6
7160.0,1.0,0.3,0.3333,0.75,0.0,13.0,58.0,71.0,élevé,frequent,42755,commercial,1,3,18,5
7161.0,1.0,0.26,0.303,0.87,0.0,7.0,30.0,37.0,moyen,frequent,48252,commercial,3,1,68,6
7162.0,1.4258026853473438,0.26,0.303,0.87,0.0,3.0,20.0,23.0,élevé,frequent,31926,commercial,1,7,76,8
7163.0,1.0,0.26,0.303,0.81,0.0,5.0,8.0,13.0,faible,occasionnel,70837,commercial,3,1,31,8
7164.0,1.0,0.24,0.2879,0.87,0.0,0.0,3.0,3.0,élevé,frequent,66441,residentiel,2,5,26,6
7165.0,1.0,0.24,0.2576,0.87,0.1045,0.0,3.0,3.0,moyen,frequent,33104,residentiel,5,6,15,3
7166.0,1.0,0.4973845615671642,0.2879,0.87,0.0,1.0,5.0,6.0,faible,frequent,77657,commercial,3,5,48,6
7167.0,1.0,0.22,0.2727,0.93,0.0,0.0,18.0,18.0,élevé,occasionnel,33077,commercial,1,9,40,6
7168.0,1.0,0.24,0.2879,0.87,0.0,4.0,82.0,86.0,moyen,frequent,20703,commercial,5,9,33,10
7169.0,1.0,0.24,0.2879,0.93,0.0,11.0,216.0,227.0,moyen,frequent,78949,residentiel,3,10,97,1
7170.0,2.0,0.28,0.3182,0.87,0.0,17.0,355.0,372.0,faible,occasionnel,83328,residentiel,5,9,64,3
7171.0,2.0,0.32,0.3182,0.76,0.1642,14.0,197.0,211.0,élevé,frequent,51947,residentiel,3,9,14,9
7172.0,2.0,0.36,0.3485,0.57,0.1642,18.0,87.0,105.0,moyen,frequent,93454,residentiel,3,5,20,5
8678.806666277509,1.0,0.4,0.4091,0.5,0.1343,31.0,97.0,128.0,élevé,occasionnel,70479,commercial,2,8,1,2
7174.0,1.0,0.42,0.4242,0.44,0.2239,30.0,140.0,170.0,moyen,occasionnel,48270,commercial,3,10,27,1
7175.0,2.0,0.44,0.4394,0.44,0.2239,24.0,128.0,152.0,élevé,occasionnel,40609,commercial,4,1,79,2
7176.0,2.0,0.44,0.4394,0.47,0.2239,22.0,119.0,141.0,moyen,occasionnel,87332,commercial,5,9,43,8
7177.0,1.0,0.44,0.4394,0.47,0.1642,27.0,141.0,168.0,faible,frequent,41343,commercial,2,7,13,9
7178.0,1.0,0.42,0.4242,0.54,0.1642,30.0,242.0,272.0,élevé,frequent,90942,residentiel,5,2,65,6
8678.806666277509,1.0,0.42,0.4242,0.54,0.1343,44.0,442.0,486.0,élevé,occasionnel,21154,commercial,4,1,68,4
7180.0,1.0,0.4,0.4091,0.66,0.0896,30.0,392.0,422.0,moyen,occasionnel,44098,residentiel,4,7,23,3
7181.0,1.0,0.4,0.4091,0.66,0.1900632159104164,12.0,226.0,238.0,élevé,frequent,86800,commercial,5,6,79,5
7182.0,1.0,0.4,0.4091,0.66,0.0896,18.0,154.0,172.0,moyen,frequent,68404,commercial,1,10,90,2
7183.0,2.0,0.36,0.3485,0.76,0.194,7.0,109.0,116.0,faible,frequent,37789,residentiel,5,3,22,2
7184.0,2.0,0.36,0.3485,0.76,0.194,8.0,77.0,85.0,moyen,occasionnel,43079,residentiel,5,2,23,10
7185.0,2.0,0.36,0.3485,0.76,0.194,6.0,46.0,52.0,élevé,occasionnel,39043,commercial,2,7,85,3
7186.0,1.4258026853473438,0.36,0.3485,0.87,0.1642,3.0,18.0,21.0,faible,frequent,68137,residentiel,3,4,24,4
7187.0,1.0,0.36,0.3485,0.81,0.1343,3.0,8.0,11.0,faible,frequent,32576,commercial,4,6,65,1
7188.0,2.0,0.36,0.3485,0.81,0.1642,1.0,3.0,4.0,élevé,occasionnel,57447,residentiel,3,7,77,4
7189.0,2.0,0.36,0.3485,0.81,0.1343,1.0,5.0,6.0,moyen,occasionnel,33386,commercial,5,8,31,1
7190.0,1.0,0.34,0.3182,0.81,0.2239,1.0,7.0,8.0,moyen,occasionnel,82479,residentiel,2,10,9,4
7191.0,1.0,0.32,0.3182,0.81,0.194,0.0,18.0,18.0,faible,occasionnel,52359,residentiel,1,3,93,5
7192.0,1.0,0.32,0.3182,0.81,0.194,3.0,90.0,93.0,faible,occasionnel,40810,residentiel,4,8,60,4
7193.0,1.0,0.34,0.3333,0.76,0.194,8.0,246.0,254.0,élevé,frequent,37820,commercial,2,6,90,7
7194.0,1.0,0.36,0.3333,0.71,0.2537,17.0,402.0,419.0,élevé,occasionnel,98490,commercial,2,10,72,4
7195.0,1.0,0.4,0.4091,0.66,0.1642,16.0,206.0,222.0,élevé,occasionnel,66678,commercial,4,10,73,1
7196.0,1.0,0.44,0.4394,0.62,0.1343,21.0,114.0,135.0,faible,occasionnel,54255,residentiel,2,9,40,5
7197.0,1.0,0.46,0.4545,0.63,0.1045,16.0,101.0,117.0,faible,frequent,28494,residentiel,5,3,36,9
7198.0,1.0,0.5,0.4848,0.48,0.0896,23.0,153.0,176.0,faible,occasionnel,32586,commercial,4,5,43,10
7199.0,1.0,0.48,0.4760846711064376,0.55,0.194,20.0,147.0,167.0,faible,frequent,87747,residentiel,5,3,74,3
7200.0,1.0,0.5,0.4848,0.48,0.2537,32.0,118.0,150.0,faible,frequent,57088,commercial,2,3,63,7
7201.0,1.0,0.5,0.4848,0.45,0.1343,38.0,148.0,186.0,faible,frequent,90296,commercial,4,3,91,3
7202.0,1.0,0.48,0.4697,0.44,0.1642,46.0,252.0,298.0,élevé,frequent,65637,commercial,4,9,11,2
7203.0,1.0,0.44,0.4394,0.54,0.1642,36.0,470.0,506.0,élevé,occasionnel,59557,commercial,3,5,96,6
7204.0,1.0,0.42,0.4242,0.58,0.1045,39.0,421.0,460.0,moyen,occasionnel,25658,residentiel,5,1,43,10
7205.0,1.0,0.42,0.4242,0.58,0.0896,39.0,274.0,313.0,élevé,frequent,35715,residentiel,3,9,52,4
7206.0,1.0,0.4,0.4091,0.71,0.0,18.0,191.0,209.0,moyen,frequent,74486,commercial,4,9,45,6
7207.0,1.0,0.36,0.3788,0.6267715067854855,0.0,13.0,114.0,127.0,faible,occasionnel,40877,commercial,5,5,65,2
7208.0,1.0,0.36,0.3788,0.81,0.0,5.0,91.0,96.0,faible,occasionnel,54402,commercial,3,2,100,10
7209.0,1.0,0.34,0.3636,0.87,0.0,11.0,61.0,72.0,faible,occasionnel,75807,commercial,2,6,15,5
7210.0,1.0,0.32,0.3485,0.87,0.0,0.0,19.0,19.0,élevé,frequent,57574,residentiel,3,7,87,10
7211.0,1.0,0.3,0.3333,0.87,0.0,2.0,8.0,10.0,moyen,occasionnel,91299,commercial,3,1,72,2
7212.0,1.0,0.3,0.3333,0.87,0.0,0.0,2.0,2.0,faible,occasionnel,90916,residentiel,4,1,9,8
7213.0,1.0,0.3,0.3333,0.6267715067854855,0.1900632159104164,0.0,2.0,2.0,élevé,occasionnel,78094,commercial,4,8,49,3
7214.0,1.0,0.3,0.3333,0.87,0.0,0.0,4.0,4.0,faible,frequent,60747,residentiel,2,7,30,5
8678.806666277509,1.0,0.3,0.3333,0.81,0.0,0.0,27.0,189.44106486076245,élevé,frequent,69248,residentiel,4,6,12,1
7216.0,1.0,0.3,0.3333,0.81,0.0,1.0,91.0,92.0,moyen,occasionnel,99697,commercial,5,8,23,1
7217.0,1.0,0.3,0.3333,0.81,0.0,11.0,240.0,251.0,faible,frequent,93477,residentiel,5,2,41,7
7218.0,1.4258026853473438,0.32,0.3485,0.87,0.0,20.0,452.0,472.0,moyen,occasionnel,77588,commercial,1,8,2,2
7219.0,1.0,0.34,0.3636,0.87,0.0,15.0,153.42456896551724,228.0,moyen,frequent,79378,commercial,4,4,29,8
7220.0,1.0,0.4,0.4091,0.71,0.0896,25.0,108.0,133.0,moyen,occasionnel,52802,residentiel,4,3,99,6
7221.0,1.0,0.42,0.4242,0.71,0.1343,27.0,117.0,144.0,faible,occasionnel,59114,commercial,4,2,56,10
7222.0,1.0,0.46,0.4545,0.55,0.1642,32.0,157.0,189.0,faible,occasionnel,37001,residentiel,2,3,29,3
7223.0,1.0,0.48,0.4697,0.48,0.1642,22.0,139.0,161.0,faible,frequent,46163,commercial,1,2,69,2
7224.0,1.0,0.5,0.4848,0.45,0.1642,40.0,132.0,189.44106486076245,moyen,occasionnel,64700,residentiel,1,2,89,4
7225.0,1.0,0.48,0.4697,0.51,0.1642,26.0,161.0,187.0,faible,frequent,96758,commercial,2,1,23,8
7226.0,1.0,0.48,0.4697,0.51,0.1045,35.0,231.0,266.0,faible,occasionnel,26725,commercial,1,5,97,3
7227.0,1.0,0.44,0.4394,0.62,0.194,30.0,523.0,553.0,élevé,occasionnel,89388,residentiel,3,3,17,2
8678.806666277509,1.0,0.42,0.4242,0.71,0.1642,31.0,448.0,479.0,moyen,frequent,34205,residentiel,2,3,1,10
7229.0,1.0,0.4,0.4091,0.76,0.1343,25.0,257.0,282.0,faible,occasionnel,45961,commercial,3,6,70,9
7230.0,1.0,0.4,0.4091,0.66,0.1343,5.0,177.0,182.0,faible,frequent,80434,commercial,3,10,29,1
7231.0,1.0,0.38,0.3939,0.71,0.1343,13.0,155.0,168.0,faible,frequent,87262,residentiel,2,4,5,1
7232.0,1.0,0.36,0.3485,0.71,0.1343,7.0,99.0,106.0,faible,occasionnel,52252,commercial,2,1,45,3
7233.0,1.0,0.36,0.3636,0.76,0.0896,3.0,54.0,57.0,faible,frequent,55816,residentiel,5,7,100,9
7234.0,1.0,0.36,0.3636,0.76,0.0896,3.0,28.0,31.0,moyen,occasionnel,68650,residentiel,1,3,23,9
7235.0,1.0,0.34,0.3333,0.81,0.1343,3.0,12.0,15.0,élevé,occasionnel,54484,residentiel,5,7,80,5
7236.0,1.0,0.34,0.4760846711064376,0.76,0.1343,2.0,5.0,7.0,faible,occasionnel,58854,residentiel,4,5,76,7
7237.0,1.0,0.34,0.3333,0.81,0.1343,1.0,4.0,5.0,moyen,occasionnel,63840,residentiel,2,6,20,4
7238.0,1.0,0.32,0.3333,0.81,0.0896,1.0,3.0,4.0,faible,occasionnel,93840,commercial,2,3,6,6
7239.0,1.0,0.32,0.3333,0.81,0.1343,1.0,27.0,28.0,faible,frequent,72549,commercial,3,9,20,9
7240.0,1.0,0.34,0.3333,0.76,0.194,3.0,96.0,99.0,moyen,occasionnel,92196,residentiel,2,1,28,7
7241.0,2.0,0.32,0.3333,0.81,0.0896,12.0,280.0,292.0,moyen,occasionnel,42444,residentiel,3,7,46,7
7242.0,2.0,0.34,0.3485,0.81,0.0896,8.0,394.0,402.0,faible,occasionnel,64489,commercial,4,2,23,9
7243.0,2.0,0.36,0.3485,0.81,0.194,9.0,155.0,164.0,faible,occasionnel,72522,residentiel,5,7,3,7
7244.0,2.0,0.4,0.4091,0.76,0.194,12.0,98.0,110.0,faible,frequent,88232,residentiel,2,2,26,7
7245.0,1.0,0.44,0.4394,0.67,0.194,12.0,108.0,120.0,élevé,frequent,26745,commercial,3,7,27,4
7246.0,1.0,0.5,0.4848,0.51,0.194,17.0,162.0,179.0,élevé,frequent,46149,residentiel,1,6,20,2
7247.0,2.0,0.52,0.5,0.48,0.2537,19.0,150.0,169.0,faible,frequent,69022,residentiel,2,8,40,3
7248.0,1.0,0.52,0.5,0.52,0.1642,32.0,120.0,152.0,moyen,occasionnel,98897,residentiel,5,7,8,6
7249.0,1.0,0.52,0.5,0.52,0.1642,24.0,138.0,162.0,moyen,occasionnel,69778,commercial,2,7,80,6
7250.0,1.0,0.52,0.5,0.48,0.194,33.0,234.0,267.0,faible,occasionnel,59859,commercial,3,4,6,10
7251.0,1.0,0.48,0.4697,0.55,0.0896,33.0,465.0,498.0,faible,occasionnel,68200,commercial,4,3,60,4
7252.0,1.0,0.46,0.4545,0.63,0.1343,24.0,409.0,433.0,faible,frequent,84602,residentiel,3,9,14,6
7253.0,1.0,0.44,0.4394,0.67,0.0896,18.0,234.0,252.0,faible,frequent,94687,commercial,1,5,8,3
7254.0,1.0,0.42,0.4242,0.71,0.1045,11.0,198.0,209.0,élevé,frequent,38694,residentiel,3,7,65,1
7255.0,1.0,0.4,0.4091,0.76,0.1343,4.0,140.0,144.0,faible,occasionnel,74898,residentiel,5,5,50,6
7256.0,1.0,0.4,0.4091,0.82,0.0,21.0,116.0,137.0,faible,occasionnel,29389,commercial,2,6,46,2
7257.0,1.0,0.4,0.4091,0.82,0.0896,15.0,80.0,95.0,moyen,frequent,88921,residentiel,5,2,12,7
7258.0,2.0,0.4,0.4091,0.82,0.0,11.0,32.0,43.0,moyen,occasionnel,59137,residentiel,5,7,35,6
7259.0,2.0,0.4,0.4091,0.82,0.0,1.0,16.0,17.0,élevé,occasionnel,29849,residentiel,1,5,79,1
7260.0,2.0,0.4,0.4091,0.76,0.0,2.0,8.0,10.0,moyen,frequent,40563,residentiel,5,2,61,1
7261.0,2.0,0.38,0.3939,0.87,0.1642,1.0,7.0,8.0,élevé,occasionnel,39992,commercial,4,1,83,6
7262.0,2.0,0.38,0.3939,0.87,0.1900632159104164,1.0,6.0,7.0,élevé,frequent,87285,residentiel,4,10,97,6
7263.0,2.0,0.38,0.3939,0.87,0.0,0.0,23.0,23.0,faible,occasionnel,58713,residentiel,2,2,11,5
7264.0,2.0,0.38,0.3939,0.87,0.0896,2.0,64.0,66.0,faible,frequent,43595,residentiel,5,9,43,8
7265.0,2.0,0.4,0.4091,0.86,0.2239,10.0,235.0,245.0,faible,occasionnel,28920,residentiel,2,2,64,8
7266.0,2.0,0.4,0.4091,0.87,0.3582,8.0,387.0,395.0,faible,frequent,30414,commercial,1,1,74,9
7267.0,2.0,0.42,0.4242,0.71,0.4627,15.0,239.0,254.0,élevé,occasionnel,44492,residentiel,2,7,98,9
7268.0,2.0,0.42,0.4242,0.71,0.3284,19.0,115.0,134.0,moyen,occasionnel,66911,residentiel,3,4,4,2
7269.0,2.0,0.44,0.4394,0.67,0.4478,34.0,128.0,162.0,élevé,occasionnel,41129,residentiel,3,10,88,2
7270.0,2.0,0.48,0.4697,0.55,0.4925,44.0,153.0,197.0,moyen,frequent,85607,commercial,5,1,36,9
7271.0,1.0,0.44,0.4394,0.51,0.4179,33.0,161.0,194.0,moyen,occasionnel,71663,residentiel,3,9,34,8
7272.0,1.0,0.44,0.4394,0.47,0.2985,54.0,147.0,201.0,moyen,occasionnel,67440,residentiel,1,1,55,10
7273.0,1.0,0.46,0.4545,0.44,0.3881,45.0,192.0,237.0,faible,frequent,86487,commercial,4,9,78,4
7274.0,1.0,0.4973845615671642,0.4545,0.36,0.3881,53.0,153.42456896551724,290.0,faible,frequent,30916,commercial,4,3,36,6
7275.0,1.0,0.42,0.4242,0.38,0.3582,42.0,438.0,480.0,élevé,occasionnel,83865,residentiel,1,7,26,3
7276.0,1.0,0.42,0.4242,0.32,0.4627,35.0,339.0,374.0,faible,occasionnel,63877,residentiel,3,4,48,1
7277.0,1.0,0.4,0.4091,0.37,0.3582,14.0,182.0,196.0,moyen,occasionnel,41581,commercial,3,8,55,5
7278.0,1.0,0.36,0.3333,0.43,0.2836,15.0,171.0,186.0,faible,occasionnel,81276,residentiel,2,9,60,6
7279.0,1.0,0.34,0.3182,0.46,0.2537,8.0,115.0,123.0,faible,frequent,61673,commercial,4,1,4,6
7280.0,1.0,0.34,0.303,0.46,0.3284,6.0,109.0,115.0,moyen,occasionnel,22978,residentiel,3,2,46,6
7281.0,1.0,0.32,0.303,0.49,0.3284,17.0,72.0,89.0,élevé,occasionnel,89138,commercial,2,8,35,8
7282.0,1.0,0.32,0.2879,0.45,0.3582,4.0,48.0,52.0,élevé,frequent,62651,commercial,1,4,67,5
7283.0,1.0,0.32,0.303,0.45,0.2985,5.0,57.0,62.0,faible,frequent,81859,residentiel,1,3,53,10
7284.0,1.0,0.3,0.2727,0.52,0.3284,7.0,24.0,31.0,élevé,frequent,76212,commercial,3,8,70,7
7285.0,1.0,0.3,0.2727,0.52,0.2985,0.0,8.0,8.0,moyen,occasionnel,36380,residentiel,5,7,41,3
7286.0,1.0,0.28,0.2576,0.56,0.3284,3.0,5.0,8.0,élevé,occasionnel,37000,residentiel,1,8,87,3
7287.0,1.0,0.26,0.2273,0.6,0.3284,0.0,2.0,2.0,faible,frequent,80264,commercial,3,1,80,6
7288.0,1.0,0.26,0.2424,0.6,0.2537,3.0,20.0,23.0,élevé,occasionnel,70561,commercial,5,8,48,1
7289.0,1.0,0.26,0.2424,0.6,0.2836,3.0,31.0,34.0,faible,occasionnel,32731,commercial,2,4,1,4
7290.0,1.0,0.28,0.2576,0.56,0.3284,4.0,80.0,84.0,moyen,frequent,89541,residentiel,2,3,54,6
7291.0,1.0,0.3,0.2727,0.56,0.2985,30.0,111.0,141.0,faible,occasionnel,40789,commercial,5,5,93,1
7292.0,1.0,0.32,0.303,0.53,0.2537,56.0,171.0,227.0,élevé,frequent,96020,commercial,2,6,77,4
7293.0,1.0,0.36,0.3636,0.46,0.1045,69.0,169.0,238.0,élevé,occasionnel,71118,commercial,3,10,95,1
7294.0,1.0,0.36,0.3485,0.46,0.1642,137.0,235.0,372.0,moyen,frequent,92418,residentiel,2,1,28,2
7295.0,1.0,0.4,0.4091,0.37,0.1045,148.0,207.0,355.0,moyen,frequent,26150,residentiel,1,1,52,8
7296.0,1.0,0.42,0.4242,0.35,0.1343,159.0,227.0,386.0,faible,occasionnel,74304,residentiel,5,9,76,1
7297.0,1.0,0.4,0.4091,0.37,0.194,141.0,202.0,343.0,moyen,occasionnel,45682,residentiel,5,5,15,9
7298.0,1.0,0.4,0.4091,0.4,0.2239,128.0,207.0,335.0,faible,occasionnel,41109,residentiel,5,1,57,5
7299.0,1.0,0.38,0.3939,0.4,0.1642,100.0,234.0,334.0,moyen,frequent,48198,commercial,1,4,85,8
7300.0,1.0,0.36,0.3636,0.5,0.0896,52.0,185.0,237.0,élevé,frequent,46880,commercial,1,8,46,5
7301.0,1.0,0.34,0.3636,0.53,0.0,45.0,159.0,204.0,moyen,occasionnel,37656,commercial,5,6,11,5
7302.0,1.0,0.32,0.3485,0.66,0.0,29.0,136.0,165.0,faible,frequent,61427,commercial,4,2,57,5
7303.0,1.0,0.32,0.3485,0.66,0.0,35.62439423133065,99.0,118.0,faible,occasionnel,38258,residentiel,5,5,64,7
7304.0,1.0,0.3,0.3333,0.65,0.0,10.0,72.0,82.0,moyen,frequent,57644,commercial,1,1,54,4
7305.0,1.0,0.28,0.3182,0.7,0.0,4.0,81.0,85.0,élevé,occasionnel,52188,commercial,4,9,65,2
7306.0,1.0,0.28,0.3182,0.75,0.0,10.0,65.0,75.0,élevé,occasionnel,81726,residentiel,4,8,90,4
7307.0,1.4258026853473438,0.26,0.303,0.81,0.0,11.0,104.0,115.0,moyen,frequent,27551,commercial,3,2,86,10
7308.0,1.0,0.26,0.303,0.81,0.1900632159104164,6.0,23.0,29.0,élevé,occasionnel,97550,residentiel,3,5,50,5
7309.0,1.0,0.24,0.2879,0.87,0.0,5.0,4.0,9.0,élevé,occasionnel,75209,residentiel,1,1,49,1
7310.0,1.0,0.24,0.2879,0.87,0.0,0.0,6.0,6.0,élevé,occasionnel,74345,residentiel,5,7,82,9
7311.0,1.0,0.24,0.2424,0.87,0.1343,0.0,5.0,5.0,faible,frequent,24813,commercial,5,6,59,10
8678.806666277509,1.0,0.26,0.2879,0.81,0.0896,5.0,11.0,16.0,faible,occasionnel,86003,residentiel,1,5,85,1
7313.0,1.0,0.26,0.4760846711064376,0.87,0.1045,4.0,24.0,28.0,élevé,occasionnel,44625,commercial,3,9,71,1
7314.0,2.0,0.28,0.303,0.87,0.0896,35.62439423133065,71.0,90.0,moyen,occasionnel,34653,residentiel,5,10,49,3
7315.0,2.0,0.3,0.3182,0.75,0.0896,36.0,134.0,170.0,faible,frequent,94553,commercial,3,9,59,3
7316.0,1.0,0.36,0.3636,0.66,0.0896,76.0,186.0,262.0,élevé,frequent,67455,commercial,1,8,11,3
7317.0,1.0,0.42,0.4242,0.58,0.0896,104.0,216.0,320.0,moyen,occasionnel,58734,commercial,2,10,67,6
7318.0,1.0,0.44,0.4394,0.54,0.0,120.0,226.0,346.0,faible,occasionnel,71076,commercial,2,6,69,9
7319.0,1.0,0.46,0.4545,0.51,0.1642,105.0,209.0,314.0,élevé,occasionnel,30657,residentiel,3,9,82,9
7320.0,1.0,0.46,0.4545,0.6267715067854855,0.194,101.0,219.0,320.0,faible,occasionnel,49669,residentiel,5,4,61,7
7321.0,1.0,0.48,0.4697,0.51,0.194,96.0,210.0,306.0,faible,frequent,56020,commercial,3,2,13,9
7322.0,1.0,0.46,0.4545,0.55,0.2239,84.0,263.0,347.0,élevé,occasionnel,62922,commercial,1,7,10,2
7323.0,1.0,0.44,0.4394,0.62,0.1642,71.0,185.0,256.0,faible,occasionnel,80328,residentiel,1,6,2,6
7324.0,1.0,0.42,0.4242,0.71,0.1045,39.0,146.0,185.0,moyen,frequent,20616,residentiel,1,10,97,4
7325.0,1.0,0.38,0.3939,0.76,0.194,21.0,130.0,151.0,moyen,frequent,23450,commercial,3,6,12,10
7326.0,1.0,0.36,0.3636,0.81,0.1045,35.62439423133065,100.0,116.0,élevé,frequent,80141,residentiel,4,8,56,7
7327.0,1.0,0.36,0.3636,0.81,0.0896,11.0,77.0,88.0,faible,occasionnel,76062,commercial,2,1,98,3
7328.0,1.0,0.36,0.3788,0.87,0.0,5.0,40.0,45.0,moyen,frequent,69489,residentiel,5,9,29,10
7329.0,1.0,0.34,0.3485,0.87,0.0896,7.0,43.0,50.0,élevé,occasionnel,41442,residentiel,2,1,13,6
7330.0,1.0,0.34,0.3636,0.87,0.0,1.0,14.0,15.0,élevé,frequent,76126,commercial,5,9,30,9
8678.806666277509,1.0,0.34,0.3636,0.87,0.0,2.0,6.0,8.0,faible,occasionnel,26808,residentiel,1,9,94,8
7332.0,1.0,0.32,0.3485,0.93,0.0,0.0,2.0,2.0,élevé,frequent,66035,residentiel,1,5,58,9
7333.0,1.0,0.32,0.3485,0.93,0.0,0.0,3.0,3.0,moyen,frequent,31071,commercial,2,4,57,10
7334.0,1.0,0.32,0.3485,0.93,0.0,2.0,4.0,6.0,élevé,occasionnel,72475,residentiel,3,2,48,8
